STATE_FDID,STATE,FDID,DEPT_NAME,DEPT_TYPE,TOTAL_INCIDENTS,FIRE_INCIDENTS,STRUCTURE_FIRES,EMS_INCIDENTS,RESPONSE_TIME_AVG,CONTAINMENT_RATE,PROP_LOSS_ADJ,PROP_LOSS_USD,TOTAL_FF,FF_PER_1000_INC,STATIONS,STA_PER_1000,CAREER_PCT,CIV_CAS_PER_1000,FF_INJ_PER_1000,DATA_QUALITY,PEER_GROUP,RESP_NP,CONT_NP,PL_NP,FF1000_NP,RESP_PP,CONT_PP,PL_PP,FF1000_PP
ND-9372,ND,9372,West Fargo Fire Department,Combo,148,52,19,0,10.7397,76.9231,4.4234,949800.0,0,0.0,,,,0.0,0.0,100,XS,84.6385,83.6888,82.3386,20.1551,85.5447,83.3264,83.1758,19.9532
ND-53376,ND,53376,Williston Fire Department,Volunteer,189,114,45,0,9.828,66.6667,5.1125,2097005.0,26,137.5661,1,5.291,3.8462,8.7719,8.7719,100,XS,88.8765,76.1741,80.7588,49.1181,89.4813,76.1401,81.7071,48.4977
ND-53377,ND,53377,Williston Rural Fire Prot District1,Combo,67,51,12,0,33.8358,25.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,4.6385,31.132,,20.1551,4.8012,32.3936,,19.9532
NE-23001,NE,23001,Albion Vol Fire Dept,Volunteer,14,12,3,0,21.8571,50.0,100.0,105000.0,45,3214.2857,,,2.2222,0.0,0.0,100,XS,29.6552,57.9685,8.061,99.4366,30.6398,59.0658,8.6229,99.4165
NE-65001,NE,65001,Alliance Fire Department,Volunteer,55,30,9,0,25.6364,85.7143,0.0281,5750.0,46,836.3636,1,18.1818,8.6957,0.0,33.3333,100,XS,17.4805,86.8583,97.5155,83.6037,18.0634,86.391,97.368,83.0261
NE-6001,NE,6001,Ashland Fire Dept,Volunteer,78,57,9,0,16.16,33.3333,97.0012,242600.0,24,307.6923,1,12.8205,0.0,17.5439,0.0,100,XS,55.4839,39.1038,17.3508,61.6385,57.0144,40.5231,18.5255,60.4769
NE-28001,NE,28001,Aurora Vol Fire Dept,Volunteer,44,36,9,0,19.9545,33.3333,24.25,242500.0,37,840.9091,,,0.0,0.0,0.0,100,XS,37.208,39.1038,56.3867,83.6663,38.4035,40.5231,58.3394,83.0909
NE-59001,NE,59001,Bellevue Fire Department,Career,315,152,68,0,9.3622,45.1613,5.1585,1471321.0,135,428.5714,4,12.6984,100.0,65.7895,6.5789,100,XS,90.6674,50.3941,80.6373,68.4268,91.0951,51.61,81.5908,67.3939
NE-1001,NE,1001,Bennington Fire Rescue,Volunteer,100,54,16,0,12.7708,57.1429,27.3584,604100.0,43,430.0,1,10.0,0.0,0.0,0.0,100,XS,74.0267,67.4505,53.4837,68.4703,75.3948,68.2248,55.3875,67.439
NE-83001,NE,83001,Burwell Vol Fire Dept,Volunteer,10,10,3,0,21.4,50.0,,2500.0,64,,1,100.0,0.0,0.0,0.0,100,XS,31.3598,57.9685,,,32.3833,59.0658,,
NE-69002,NE,69002,Crawford Fire,Volunteer,19,19,5,0,37.0,66.6667,,0.0,43,2263.1579,1,52.6316,0.0,0.0,0.0,100,XS,2.5779,76.1741,,98.0457,2.6715,76.1401,,97.9762
NE-8003,NE,8003,Doniphan Vol Fire Dept,Volunteer,23,19,7,0,16.3478,50.0,,256015.0,34,1478.2609,1,43.4783,0.0,0.0,0.0,100,XS,54.6663,57.9685,,93.7235,56.1844,59.0658,,93.5002
NE-29003,NE,29003,Fort Calhoun Fire Rescue,Volunteer,32,18,8,0,26.1562,50.0,,75000.0,30,937.5,1,31.25,0.0,0.0,0.0,100,XS,16.2403,57.9685,,85.9499,16.7839,59.0658,,85.4558
NE-5002,NE,5002,Fremont Fire Dept,Career,135,65,30,0,9.6015,66.6667,7.3838,401793.0,28,207.4074,1,7.4074,100.0,138.4615,0.0,100,XS,89.7553,76.1741,76.7891,54.4311,90.2709,76.1401,77.9555,53.4247
NE-5003,NE,5003,Fremont Rural Fire Dist,Volunteer,42,25,10,0,27.8095,33.3333,80.0,120000.0,36,857.1429,1,23.8095,0.0,0.0,0.0,100,XS,12.5139,39.1038,23.2312,84.0746,12.9452,40.5231,24.6692,83.5137
NE-21001,NE,21001,Gering Fire Dept,Volunteer,93,40,16,0,18.6304,66.6667,9.3041,67500.0,36,387.0968,1,10.7527,2.7778,0.0,25.0,100,XS,43.337,76.1741,73.751,66.1922,44.6686,76.1401,75.149,65.091
NE-8004,NE,8004,Grand Island Fire Dept,Career,288,122,49,0,9.5512,67.8571,3.8816,1103275.0,67,232.6389,1,3.4722,100.0,8.1967,0.0,100,XS,89.911,78.5918,83.5944,56.2602,90.4207,78.5828,84.3827,55.2117
NE-59002,NE,59002,Gretna Vol Fire Rescue,Volunteer,99,54,19,0,16.4433,40.0,2.3391,26660.0,59,595.9596,2,20.202,0.0,0.0,0.0,100,XS,54.1046,45.9893,87.7802,76.1241,55.6023,47.4088,88.1344,75.2974
NE-13004,NE,13004,Hartington City Rural VFD,Volunteer,16,15,3,0,19.9375,33.3333,,0.0,59,3687.5,1,62.5,2.9412,0.0,0.0,100,XS,37.2775,39.1038,,99.6679,38.4755,40.5231,,99.6561
NE-14002,NE,14002,Hastings Fire Dept,Career,73,31,16,0,17.2778,54.5455,0.314,189397.0,56,767.1233,,,100.0,0.0,0.0,100,XS,49.7497,65.5064,95.9222,81.7311,51.1988,66.4317,95.7685,81.0869
NE-37002,NE,37002,Holdrege Fire  Rescue,Volunteer,18,14,9,0,16.8824,50.0,21.5217,59175.0,27,1500.0,1,55.5556,0.0,71.4286,0.0,100,XS,51.7492,57.9685,58.9252,93.9358,53.2133,59.0658,60.9132,93.7201
NE-48005,NE,48005,McCook Fire Dept,Volunteer,44,27,17,0,7.05,28.5714,12.7095,209898.0,33,750.0,1,22.7273,27.2727,111.1111,37.037,100,XS,97.4472,33.9604,68.9441,81.2602,97.4409,35.3027,70.6413,80.5992
NE-11004,NE,11004,Nebraska City Vol Fire Dept,Volunteer,64,52,13,0,20.5333,66.6667,26.1093,85500.0,47,734.375,1,15.625,6.383,0.0,0.0,100,XS,34.6607,76.1741,54.5099,80.7839,35.7752,76.1401,56.42,80.106
NE-7006,NE,7006,Norfolk Fire Dept,Career,151,85,38,0,11.6577,59.0909,18.3029,621550.0,61,403.9735,,,100.0,11.7647,11.7647,100,XS,79.8165,68.8216,62.1118,67.1094,81.0144,69.4133,64.025,66.0297
NE-15004,NE,15004,North Platte Fire Dept,Career,227,127,42,0,13.7788,55.5556,4.3979,114200.0,89,392.0705,3,13.2159,67.7419,0.0,0.0,100,XS,68.5873,66.1489,82.4197,66.429,70.0058,67.0191,83.2631,65.325
NE-47003,NE,47003,Ord Vol Fire Dept,Volunteer,12,11,4,0,33.9167,50.0,100.0,50000.0,47,3916.6667,,,2.1277,0.0,0.0,100,XS,4.569,57.9685,8.061,99.7659,4.7291,59.0658,8.6229,99.7576
NE-45004,NE,45004,Red Cloud Vol Fire Dept,Volunteer,21,20,3,0,12.4762,50.0,,9500.0,25,1190.4762,,,4.0,0.0,0.0,100,XS,75.6034,57.9685,,90.411,76.9424,59.0658,,90.0755
NE-21009,NE,21009,Scottsbluff Fire Dept,Career,148,52,30,0,12.5714,76.9231,3.8072,202360.0,22,148.6486,2,13.5135,77.2727,0.0,0.0,100,XS,75.1029,83.6888,83.7429,49.9646,76.4467,83.3264,84.5281,49.2897
NE-9004,NE,9004,Station 1,Volunteer,77,25,7,0,12.8831,42.8571,,368700.0,74,961.039,4,51.9481,18.9189,0.0,0.0,100,XS,73.4761,48.5527,,86.4398,74.8703,49.9102,,85.9631
NE-11007,NE,11007,Syracuse Vol Fire Dept,Volunteer,26,20,5,0,17.8462,50.0,19.4444,3500.0,35,1346.1538,1,38.4615,0.0,0.0,0.0,100,XS,47.0606,57.9685,61.1261,92.3734,48.4524,59.0658,63.0944,92.1078
NE-24003,NE,24003,West Point Fire Dept,Volunteer,24,17,3,0,11.7917,50.0,,0.0,35,1458.3333,1,41.6667,14.2857,0.0,0.0,100,XS,79.1963,57.9685,,93.5193,80.4294,59.0658,,93.2888
NE-17007,NE,17007,York Fire Dept,Volunteer,96,72,20,0,10.7579,60.0,47.0235,180100.0,49,510.4167,1,10.4167,28.5714,0.0,0.0,100,XS,84.5273,70.004,39.2655,72.4279,85.4409,70.5673,41.2535,71.4922
NH-20190,NH,20190,Alstead Fire Department,Combo,37,16,12,0,26.027,33.3333,,220500.0,0,0.0,,,,62.5,0.0,100,XS,16.5295,39.1038,,20.1551,17.0778,40.5231,,19.9532
NH-50180,NH,50180,Amherst Fire Department,Career,102,19,9,0,17.4479,80.0,,2500.0,38,372.549,,,100.0,0.0,0.0,100,XS,48.9266,85.0136,,65.1878,50.3458,84.5875,,64.0566
NH-40205,NH,40205,Ashland Fire Department,Combo,50,23,14,0,18.9318,50.0,,20200.0,33,660.0,1,20.0,,0.0,0.0,100,XS,42.0245,57.9685,,78.4132,43.3084,59.0658,,77.6622
NH-205,NH,205,Barnstead Fire Department,Volunteer,86,39,24,0,26.2222,50.0,,11050.0,49,569.7674,2,23.2558,10.2564,0.0,0.0,100,XS,16.0762,57.9685,,75.0572,16.6138,59.0658,,74.2037
NH-10155,NH,10155,Bartlett Fire Department,Career,74,36,15,0,16.8082,20.0,44.355,2673500.0,48,648.6486,2,27.027,51.0638,0.0,0.0,100,XS,52.1691,27.5121,41.0073,78.0267,53.6427,28.6657,42.9839,77.262
NH-50380,NH,50380,Bedford Fire Department,Career,138,78,18,0,15.6618,50.0,74.7671,577800.0,32,231.8841,1,7.2464,100.0,0.0,0.0,100,XS,58.3815,57.9685,25.5739,56.1976,59.9366,59.0658,27.1194,55.1525
NH-30199,NH,30199,Berlin Fire Department,Career,142,25,14,0,9.8298,50.0,100.0,1000.0,36,253.5211,1,7.0423,100.0,0.0,0.0,100,XS,88.871,57.9685,8.061,57.7708,89.4755,59.0658,8.6229,56.7084
NH-70330,NH,70330,Brentwood Fire Department,Volunteer,89,39,24,0,18.4302,50.0,,6000.0,28,314.6067,1,11.236,0.0,0.0,25.641,100,XS,44.3548,57.9685,,62.0196,45.6945,59.0658,,60.8546
NH-40611,NH,40611,Bristol Fire Department,Combo,124,51,33,0,19.3697,50.0,,0.0,0,0.0,1,8.0645,,0.0,0.0,100,XS,39.9944,57.9685,,20.1551,41.2392,59.0658,,19.9532
NH-40813,NH,40813,Canaan Fire Department,Combo,98,25,14,0,21.8,25.0,,0.0,35,357.1429,1,10.2041,,0.0,0.0,100,XS,29.9221,31.132,,64.2978,30.9107,32.3936,,63.1405
NH-90290,NH,90290,Charlestown Fire Department,Combo,97,16,11,0,22.1667,60.0,,200000.0,0,0.0,,,,0.0,0.0,100,XS,28.5651,70.004,,20.1551,29.5216,70.5673,,19.9532
NH-70530,NH,70530,Chester Fire Department,Career,38,15,10,0,24.2353,75.0,,0.0,40,1052.6316,1,26.3158,100.0,0.0,0.0,100,XS,21.5545,82.3309,,88.2798,22.268,81.9894,,87.8685
NH-90316,NH,90316,Claremont Fire Department,Career,212,54,35,0,10.1881,57.1429,0.0154,100.0,36,169.8113,,,100.0,0.0,0.0,100,XS,87.2692,67.4505,97.7451,51.6522,87.9942,68.2248,97.6152,50.8005
NH-30399,NH,30399,Colebrook Fire Department,Combo,30,11,6,0,17.2,33.3333,,0.0,35,1166.6667,1,33.3333,,0.0,0.0,100,XS,50.1641,39.1038,,90.0327,51.6167,40.5231,,89.6837
NH-60810,NH,60810,Concord Fire Department,Career,400,157,71,0,10.9818,57.1429,32.389,1700000.0,115,287.5,4,10.0,100.0,6.3694,0.0,100,XS,83.4872,67.4505,49.2033,60.1198,84.4669,68.2248,51.2287,58.9943
NH-70630,NH,70630,Danville Fire Department,Combo,35,24,18,0,15.5152,16.6667,,305000.0,0,0.0,1,28.5714,,0.0,0.0,100,XS,59.0601,25.6839,,20.1551,60.6167,26.7724,,19.9532
NH-70814,NH,70814,Derry Fire Department,Combo,214,52,28,0,10.1779,50.0,14.2417,509568.0,0,0.0,1,4.6729,,0.0,38.4615,100,XS,87.3081,57.9685,66.8107,20.1551,88.0346,59.0658,68.6491,19.9532
NH-80330,NH,80330,Durham Fire Department,Career,139,48,33,0,17.5385,77.7778,88.2295,26700.0,38,273.3813,1,7.1942,100.0,0.0,20.8333,100,XS,48.4983,84.0034,20.3349,59.1671,49.9193,83.6132,21.6373,58.0754
NH-40912,NH,40912,Enfield Fire Department,Combo,61,34,21,0,20.8197,50.0,,0.0,30,491.8033,2,32.7869,,0.0,0.0,100,XS,33.515,57.9685,,71.6984,34.6052,59.0658,,70.7481
NH-71130,NH,71130,Epping Fire Department,Career,104,49,23,0,10.47,50.0,16.1063,35450.0,50,480.7692,1,9.6154,100.0,0.0,0.0,100,XS,86.0623,57.9685,64.6098,71.1704,86.8703,59.0658,66.4389,70.2125
NH-80499,NH,80499,Farmington Fire Rescue,Career,93,17,10,0,12.3256,42.8571,100.0,50000.0,36,387.0968,1,10.7527,100.0,176.4706,0.0,100,XS,76.3515,48.5527,8.061,66.1922,77.6715,49.9102,8.6229,65.091
NH-50790,NH,50790,Francestown Fire Department,Combo,29,12,7,0,26.3793,50.0,,105000.0,0,0.0,1,34.4828,,83.3333,83.3333,100,XS,15.6924,57.9685,,20.1551,16.2161,59.0658,,19.9532
NH-61311,NH,61311,Franklin Fire Department,Combo,154,53,35,0,13.9669,63.6364,38.9509,328200.0,0,0.0,1,6.4935,,0.0,0.0,100,XS,67.6418,72.9019,44.3559,20.1551,69.0778,73.1516,46.4156,19.9532
NH-705,NH,705,Gilmanton Fire Department,Career,116,50,31,0,25.7589,44.4444,31.6875,430000.0,40,344.8276,2,17.2414,100.0,20.0,0.0,100,XS,17.2247,49.894,49.7435,63.6255,17.7983,51.1436,51.7522,62.4641
NH-50880,NH,50880,Goffstown Fire Department,Career,212,43,27,0,12.6421,72.7273,68.6831,486551.0,108,509.434,1,4.717,63.2911,0.0,0.0,100,XS,74.6719,80.7478,28.2339,72.3625,76.0288,80.483,29.9404,71.4245
NH-41113,NH,41113,Grafton Fire Department,Volunteer,21,7,4,0,27.0,33.3333,,350000.0,15,714.2857,1,47.619,0.0,142.8571,0.0,100,XS,14.2269,39.1038,,80.1524,14.7089,40.5231,,79.4577
NH-71430,NH,71430,Greenland VFD,Volunteer,62,35,26,0,13.569,50.0,3.2223,73300.0,28,451.6129,10,161.2903,0.0,0.0,28.5714,100,XS,69.822,57.9685,85.3227,69.6053,71.2219,59.0658,85.9096,68.6031
NH-71530,NH,71530,Hampstead Fire Department,Combo,102,20,16,0,13.57,42.8571,,555000.0,0,0.0,1,9.8039,,50.0,0.0,100,XS,69.8165,48.5527,,20.1551,71.2161,49.9102,,19.9532
NH-71630,NH,71630,Hampton Fire Department,Career,193,42,31,0,11.9524,22.2222,28.4359,623500.0,48,248.7047,1,5.1813,100.0,23.8095,23.8095,100,XS,78.3509,28.8766,52.4575,57.3979,79.6167,30.0753,54.3987,56.3279
NH-61440,NH,61440,Henniker Fire Department,Combo,61,22,14,0,19.3542,33.3333,,50000.0,0,0.0,1,16.3934,,0.0,0.0,100,XS,40.0834,39.1038,,20.1551,41.3314,40.5231,,19.9532
NH-20790,NH,20790,Hindale Fire Department,Combo,27,4,3,0,19.8519,33.3333,,15000.0,30,1111.1111,1,37.037,,0.0,0.0,100,XS,37.7141,39.1038,,89.2624,38.9164,40.5231,,88.8861
NH-41605,NH,41605,Holderness Fire Department,Combo,41,20,14,0,23.1944,16.6667,,13000.0,0,0.0,1,24.3902,,0.0,0.0,100,XS,25.025,25.6839,,20.1551,25.853,26.7724,,19.9532
NH-51380,NH,51380,Hollis Fire Department,Combo,160,29,18,0,12.3378,20.0,51.0721,290600.0,0,0.0,1,6.25,,0.0,0.0,100,XS,76.2458,27.5121,36.6055,20.1551,77.5793,28.6657,38.4761,19.9532
NH-11155,NH,11155,Jackson Fire Department,Combo,27,10,10,0,6.1852,50.0,100.0,600000.0,24,888.8889,1,37.037,,0.0,0.0,100,XS,98.5873,57.9685,8.061,84.7877,98.5533,59.0658,8.6229,84.2522
NH-20890,NH,20890,Jaffrey Fire Department,Combo,85,39,28,0,13.0513,50.0,,8120.0,25,294.1176,1,11.7647,,0.0,0.0,100,XS,72.6251,57.9685,,60.705,74.0115,59.0658,,59.5665
NH-20990,NH,20990,Keene Fire Department,Career,302,92,58,0,10.1684,20.0,0.8159,20650.0,64,211.9205,2,6.6225,100.0,32.6087,0.0,100,XS,87.3415,27.5121,93.3972,54.7496,88.0692,28.6657,93.3837,53.715
NH-71930,NH,71930,Kingston Fire Department,Career,79,23,17,0,13.1053,33.3333,,350000.0,55,696.2025,1,12.6582,100.0,0.0,0.0,100,XS,72.2442,39.1038,,79.5373,73.634,40.5231,,78.8207
NH-905,NH,905,Laconia Fire Department,Career,241,78,37,0,13.6723,50.0,26.3766,703200.0,51,211.6183,3,12.4481,100.0,12.8205,0.0,100,XS,69.1935,57.9685,54.2938,54.736,70.6052,59.0658,56.2164,53.7009
NH-72014,NH,72014,Londonderry FireRescue,Career,306,97,54,0,12.784,78.5714,3.2064,255300.0,56,183.0065,3,9.8039,80.3571,30.9278,30.9278,100,XS,73.9766,84.2816,85.3767,52.6837,75.3429,83.8758,85.9677,51.7504
NH-61810,NH,61810,Loudon Fire Department,Career,94,41,20,0,17.1013,66.6667,4.0,10000.0,39,414.8936,1,10.6383,100.0,0.0,0.0,100,XS,50.6007,76.1741,83.3446,67.7708,52.0576,76.1401,84.1573,66.7146
NH-51980,NH,51980,Merrimack Fire Department,Career,334,70,42,0,19.4018,66.6667,64.8891,550000.0,60,179.6407,3,8.982,100.0,14.2857,14.2857,100,XS,39.861,76.1741,29.8947,52.4088,41.1009,76.1401,31.6562,51.4939
NH-52080,NH,52080,Milford Fire Department,Combo,147,46,28,0,10.0368,66.6667,4.8041,296525.0,0,0.0,1,6.8027,,21.7391,0.0,100,XS,87.9477,76.1741,81.5825,20.1551,88.6225,76.1401,82.4342,19.9532
NH-80899,NH,80899,Milton Fire Department,Combo,103,44,34,0,18.6915,33.3333,,0.0,0,0.0,1,9.7087,,0.0,0.0,100,XS,43.0979,39.1038,,20.1551,44.4207,40.5231,,19.9532
NH-43512,NH,43512,Monroe Fire Department,Combo,14,13,7,0,23.4286,33.3333,39.2308,255000.0,0,0.0,1,71.4286,,0.0,0.0,100,XS,24.1935,39.1038,44.1534,20.1551,25.0029,40.5231,46.2266,19.9532
NH-52380,NH,52380,New Boston Fire Department,Volunteer,154,28,19,0,17.5345,60.0,19.4017,137500.0,51,331.1688,1,6.4935,0.0,35.7143,35.7143,100,XS,48.515,70.004,61.1666,62.798,49.9308,70.5673,63.138,61.6382
NH-72430,NH,72430,Newmarket Fire Department,Volunteer,82,34,27,0,20.037,75.0,72.061,387400.0,45,548.7805,2,24.3902,0.0,0.0,0.0,100,XS,36.8576,82.3309,26.7756,74.3549,38.0403,81.9894,28.4136,73.4822
NH-91199,NH,91199,Newport Fire and EMS Dept,Career,116,19,14,0,15.0,60.0,8.1562,261000.0,54,465.5172,1,8.6207,100.0,52.6316,0.0,100,XS,61.8743,70.004,75.5469,70.411,63.4352,70.5673,76.7922,69.4261
NH-11455,NH,11455,North Conway Fire Department,Career,41,16,12,0,18.0263,66.6667,,0.0,42,1024.3902,1,24.3902,100.0,0.0,0.0,100,XS,46.1707,76.1741,,87.73,47.5418,76.1401,,87.2992
NH-73630,NH,73630,Nottingham Fire Department,Volunteer,94,27,10,0,19.2747,50.0,,0.0,38,404.2553,1,10.6383,5.2632,0.0,0.0,100,XS,40.4171,57.9685,,67.1257,41.6715,59.0658,,66.0466
NH-11560,NH,11560,Ossipee Corner Fire Department,Combo,39,14,10,0,23.2571,50.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,24.8109,57.9685,,20.1551,25.6311,59.0658,,19.9532
NH-62210,NH,62210,Pembroke Fire Department,Combo,53,16,12,0,16.2857,33.3333,1.7857,17300.0,35,660.3774,1,18.8679,,0.0,0.0,100,XS,54.9472,39.1038,89.5355,78.4241,56.4697,40.5231,89.763,77.6735
NH-52790,NH,52790,Peterborough Fire Department,Combo,43,26,12,0,15.225,50.0,,6500.0,0,0.0,1,23.2558,,0.0,0.0,100,XS,60.5451,57.9685,,20.1551,62.1037,59.0658,,19.9532
NH-62310,NH,62310,Pittsfield Fire Department,Combo,52,22,20,0,10.6531,50.0,99.99,9999.0,50,961.5385,1,19.2308,,0.0,0.0,100,XS,85.0667,57.9685,16.2301,86.4725,85.9251,59.0658,17.3622,85.997
NH-91012,NH,91012,Plainfield Fire Department,Volunteer,26,5,5,0,28.3077,33.3333,,0.0,24,923.0769,1,38.4615,0.0,0.0,0.0,100,XS,11.5211,39.1038,,85.6287,11.9164,40.5231,,85.1232
NH-73830,NH,73830,Plaistow Fire Department,Combo,90,34,21,0,16.0112,33.3333,30.3125,485000.0,0,0.0,1,11.1111,,0.0,0.0,100,XS,56.3154,39.1038,50.7561,20.1551,57.8588,40.5231,52.6683,19.9532
NH-42711,NH,42711,Plymouth Fire Department,Career,99,34,23,0,16.0309,66.6667,46.9697,155000.0,41,414.1414,,,100.0,0.0,0.0,100,XS,56.2347,76.1741,39.306,67.7409,57.781,76.1401,41.2971,66.6836
NH-72730,NH,72730,Portsmouth Fire Department,Career,148,38,15,0,16.1554,88.8889,10.6506,312000.0,60,405.4054,1,6.7568,100.0,0.0,0.0,100,XS,55.5061,87.5836,71.7256,67.2101,57.0375,87.1096,73.2587,66.1339
NH-72830,NH,72830,Raymond Fire Department,Career,124,42,20,0,17.8205,55.5556,46.219,1015200.0,38,306.4516,,,100.0,23.8095,0.0,100,XS,47.1691,66.1489,39.7245,61.5351,48.5648,67.0191,41.7479,60.3698
NH-81020,NH,81020,Rochester Fire Department,Career,296,61,24,0,12.6541,45.4545,,305450.0,69,233.1081,1,3.3784,100.0,16.3934,0.0,100,XS,74.5717,50.6193,,56.2874,75.9251,51.8311,,55.2342
NH-73014,NH,73014,Salem Fire Department,Combo,305,98,47,0,11.0859,50.0,38.6,482500.0,0,0.0,1,3.2787,,0.0,0.0,100,XS,82.931,57.9685,44.6125,20.1551,83.9597,59.0658,46.6482,19.9532
NH-62440,NH,62440,Salisbury Fire Department,Combo,19,12,9,0,18.0769,40.0,,0.0,0,0.0,1,52.6316,,0.0,0.0,100,XS,45.9928,45.9893,,20.1551,47.3631,47.4088,,19.9532
NH-81220,NH,81220,Somersworth Fire Department,Career,258,59,42,0,8.9582,66.6667,,0.0,32,124.031,1,3.876,100.0,0.0,0.0,100,XS,92.0356,76.1741,,48.1682,92.3573,76.1401,,47.6267
NH-73430,NH,73430,Stratham Fire Department,Combo,62,29,16,0,20.9344,50.0,,0.0,0,0.0,1,16.129,,0.0,0.0,100,XS,33.109,57.9685,,20.1551,34.1844,59.0658,,19.9532
NH-22190,NH,22190,Surry Fire Department,Volunteer,17,4,4,0,17.4615,50.0,17.845,76500.0,22,1294.1176,1,58.8235,0.0,500.0,250.0,100,XS,48.8515,57.9685,62.5304,91.7175,50.268,59.0658,64.4467,91.4285
NH-1305,NH,1305,TiltonNorthfield Fire Dept,Volunteer,132,58,29,0,11.9672,80.0,,321000.0,56,424.2424,2,15.1515,23.2143,0.0,0.0,100,XS,78.2675,85.0136,,68.2281,79.536,84.5875,,67.1881
NH-11799,NH,11799,Wakefield Fire Department,Volunteer,64,23,19,0,26.7119,33.3333,,0.0,32,500.0,3,46.875,0.0,0.0,0.0,100,XS,14.9138,39.1038,,72.0386,15.4092,40.5231,,71.0891
NH-22490,NH,22490,Walpole Fire Department,Combo,52,13,7,0,11.6731,25.0,,380000.0,0,0.0,,,,0.0,0.0,100,XS,79.7497,31.132,,20.1551,80.951,32.3936,,19.9532
NH-62940,NH,62940,Warner Fire Department,Combo,21,17,12,0,26.7,66.6667,,358230.0,44,2095.2381,2,95.2381,,0.0,0.0,100,XS,14.9666,76.1741,,97.4796,15.464,76.1401,,97.3899
NH-43105,NH,43105,Waterville Valley Department o,Career,26,14,11,0,20.4,50.0,,400000.0,16,615.3846,1,38.4615,100.0,0.0,0.0,100,XS,35.2781,57.9685,,76.8345,36.415,59.0658,,76.033
NH-52940,NH,52940,Weare Fire Department,Combo,119,29,17,0,21.3097,40.0,,108471.0,38,319.3277,,,,0.0,0.0,100,XS,31.6963,45.9893,,62.1992,32.732,47.4088,,61.0406
NH-32012,NH,32012,Whitefield Fire Department,Combo,31,17,10,0,26.6452,66.6667,,0.0,0,0.0,1,32.2581,,0.0,0.0,100,XS,15.0862,76.1741,,20.1551,15.5879,76.1401,,19.9532
NH-73914,NH,73914,Windham Fire Department,Career,104,33,15,0,14.1386,66.6667,,0.0,32,307.6923,,,100.0,0.0,0.0,100,XS,66.8076,76.1741,,61.6385,68.2997,76.1401,,60.4769
NH-12399,NH,12399,Wolfeboro FireRescue Dept,Career,63,26,17,0,21.4355,83.3333,55.0056,591200.0,20,317.4603,2,31.746,100.0,0.0,0.0,100,XS,31.2403,86.2191,34.4315,62.1176,32.2651,85.7656,36.3094,60.9561
NJ-17010,NJ,17010,ALLOWAY TWP FIRE CO,Volunteer,19,14,9,0,25.9474,33.3333,,0.0,45,2368.4211,,,0.0,0.0,0.0,100,XS,16.6935,39.1038,,98.3914,17.2478,40.5231,,98.3342
NJ-13030,NJ,13030,ASBURY PARK FIRE DEPT,Career,235,94,52,0,12.9778,80.0,0.1202,15500.0,41,174.4681,,,100.0,10.6383,0.0,100,XS,73.0117,85.0136,96.9214,52.0523,74.4063,84.5875,96.7573,51.1528
NJ-12525,NJ,12525,AVENEL FIRE CO1,Volunteer,103,39,12,0,7.78,66.6667,50.0,5000.0,50,485.4369,,,0.0,0.0,0.0,100,XS,95.7842,76.1741,37.5371,71.3936,95.7983,76.1401,39.4503,70.4324
NJ-15016,NJ,15016,BEACHWOOD VOL FIRE CO1,Volunteer,82,28,15,0,15.3377,80.0,45.8554,260000.0,48,585.3659,,,0.0,71.4286,35.7143,100,XS,60.0056,85.0136,39.8866,75.7022,61.562,84.5875,41.8933,74.8605
NJ-6070,NJ,6070,BRIDGETON FIRE DEPARTMENT,Volunteer,212,110,71,0,18.8558,54.1667,,0.0,39,183.9623,,,35.8974,9.0909,9.0909,100,XS,42.3471,65.2514,,52.7654,43.6427,66.2383,,51.8349
NJ-1114,NJ,1114,Bayview Volunteer Fire Company,Volunteer,159,52,15,0,19.3057,40.0,,0.0,38,238.9937,,,0.0,0.0,0.0,100,XS,40.2892,45.9893,,56.5977,41.5389,47.4088,,55.5386
NJ-15015,NJ,15015,Beach Haven Fire Co1,Volunteer,43,17,8,0,24.5238,50.0,,0.0,40,930.2326,1,23.2558,0.0,0.0,0.0,100,XS,20.6758,57.9685,,85.822,21.3573,59.0658,,85.3233
NJ-13070,NJ,13070,Belmar Fire Dept,Volunteer,33,12,6,0,16.1875,75.0,29.3631,227417.0,75,2272.7273,3,90.9091,0.0,83.3333,0.0,100,XS,55.3949,82.3309,51.7283,98.1029,56.9222,81.9894,53.6426,98.0354
NJ-3321,NJ,3321,Bordentown Twp Fire Dist1,Volunteer,93,52,38,0,12.1455,50.0,,0.0,40,430.1075,1,10.7527,15.0,0.0,19.2308,100,XS,77.3137,57.9685,,68.4785,78.611,59.0658,,67.4474
NJ-15120,NJ,15120,Brick Twp FD 2015,Combo,277,82,27,0,13.3123,68.75,,0.0,0,0.0,,,,0.0,0.0,100,XS,71.1068,78.8004,,20.1551,72.4957,78.7348,,19.9532
NJ-14271,NJ,14271,Budd Lake Fire Department,Volunteer,140,83,48,0,8.6183,83.3333,,0.0,98,700.0,1,7.1429,0.0,0.0,0.0,100,XS,93.4205,86.2191,,79.6652,93.6023,85.7656,,78.9532
