STATE_FDID,STATE,FDID,DEPT_NAME,DEPT_TYPE,TOTAL_INCIDENTS,FIRE_INCIDENTS,STRUCTURE_FIRES,EMS_INCIDENTS,RESPONSE_TIME_AVG,CONTAINMENT_RATE,PROP_LOSS_ADJ,PROP_LOSS_USD,TOTAL_FF,FF_PER_1000_INC,STATIONS,STA_PER_1000,CAREER_PCT,CIV_CAS_PER_1000,FF_INJ_PER_1000,DATA_QUALITY,PEER_GROUP,RESP_NP,CONT_NP,PL_NP,FF1000_NP,RESP_PP,CONT_PP,PL_PP,FF1000_PP
AL-5002,AL,5002,Guntersville FD,Combo,84,67,22,0,11.881,16.6667,41.5077,255502.0,0,0.0,,,,0.0,0.0,100,XS,78.7125,25.6839,42.5736,20.1551,79.9741,26.7724,44.627,19.9532
AL-4703,AL,4703,Gurley VFD,Combo,31,23,6,0,30.0968,25.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,8.7792,31.132,,20.1551,9.0865,32.3936,,19.9532
AL-4901,AL,4901,HAMILTON FIRE RESCUE,Volunteer,147,105,24,0,10.6154,26.6667,,0.0,30,204.0816,2,13.6054,16.6667,9.5238,0.0,100,XS,85.203,33.0165,,54.1726,86.0548,34.3387,,53.1907
AL-4904,AL,4904,Hackleburg VFD,Volunteer,28,20,4,0,22.5714,33.3333,,81000.0,23,821.4286,1,35.7143,0.0,0.0,0.0,100,XS,27.3026,39.1038,,83.1764,28.2133,40.5231,,82.5836
AL-6702,AL,6702,Haleyville Fire Department,Combo,83,65,22,0,12.0854,36.3636,,0.0,0,0.0,0,0.0,,0.0,0.0,100,XS,77.5918,43.0417,,20.1551,78.8934,44.5239,,19.9532
AL-2502,AL,2502,Hanceville FD,Volunteer,30,24,9,0,32.6429,50.0,54.9046,604500.0,23,766.6667,3,100.0,21.7391,0.0,0.0,100,XS,5.7369,57.9685,34.4856,81.7229,5.9395,59.0658,36.3676,81.0784
AL-2210,AL,2210,Hanover VFD,Volunteer,30,28,14,0,34.6667,16.6667,100.0,528100.0,12,400.0,1,33.3333,0.0,0.0,0.0,100,XS,4.0545,25.6839,8.061,66.8835,4.196,26.7724,8.6229,65.7957
AL-3403,AL,3403,Hartford VFD,Volunteer,25,20,6,0,24.96,33.3333,40.0,40000.0,38,1520.0,2,80.0,0.0,0.0,0.0,100,XS,19.3771,39.1038,43.6335,94.129,20.0231,40.5231,45.7685,93.9202
AL-5202,AL,5202,Hartselle FD,Combo,84,39,17,0,14.2927,58.3333,,0.0,0,0.0,,,,0.0,51.2821,100,XS,65.9177,68.4407,,20.1551,67.4179,69.1162,,19.9532
AL-1801,AL,1801,Heflin FD,Combo,138,67,14,0,18.6343,45.4545,,0.0,0,0.0,,,,0.0,0.0,100,XS,43.3148,50.6193,,20.1551,44.6455,51.8311,,19.9532
AL-6706,AL,6706,Helicon VFD,Combo,33,31,14,0,29.2333,33.3333,100.0,30000.0,0,0.0,,,,64.5161,64.5161,100,XS,10.0779,39.1038,8.061,20.1551,10.4323,40.5231,8.6229,19.9532
AL-2804,AL,2804,Henagar VFD,Volunteer,115,112,33,0,18.9298,10.5263,,0.0,18,156.5217,1,8.6957,0.0,0.0,0.0,100,XS,42.03,23.455,,50.5797,43.3141,24.461,,49.8591
AL-110,AL,110,Homewood FD,Combo,182,107,59,0,9.0341,68.75,100.0,6520.0,0,0.0,,,,0.0,0.0,100,XS,91.8354,78.8004,8.061,20.1551,92.1729,78.7348,8.6229,19.9532
AL-2409,AL,2409,Honoraville VFD,Combo,10,10,5,0,26.5,33.3333,,0.0,0,0.0,,,,0.0,0.0,100,XS,15.406,39.1038,,20.1551,15.9193,40.5231,,19.9532
AL-112,AL,112,Hoover FD,Combo,413,161,58,0,13.9259,82.1429,12.7241,428118.0,0,0.0,,,,0.0,0.0,100,XS,67.8893,85.8681,68.9306,20.1551,69.3285,85.4167,70.6267,19.9532
AL-119,AL,119,Hueytown FD,Career,164,115,29,0,8.0064,25.0,,413500.0,33,201.2195,3,18.2927,100.0,0.0,0.0,100,XS,95.2113,31.132,,53.9684,95.2622,32.3936,,53.0019
AL-1219,AL,1219,Huguley Fire Department,Volunteer,101,82,44,0,10.6869,50.0,,0.0,52,514.8515,2,19.802,13.4615,12.1951,0.0,100,XS,84.911,57.9685,,72.6565,85.7983,59.0658,,71.729
AL-113,AL,113,Irondale FD,Career,141,79,18,0,12.8276,42.8571,,280001.0,34,241.1348,3,21.2766,100.0,0.0,0.0,100,XS,73.7458,48.5527,,56.7774,75.1268,49.9102,,55.7247
AL-1601,AL,1601,Jackson FD,Volunteer,40,33,14,0,8.4,50.0,18.6776,370750.0,61,1525.0,2,50.0,0.0,0.0,0.0,100,XS,94.0795,57.9685,61.7877,94.159,94.1816,59.0658,63.7196,93.9512
AL-1102,AL,1102,Jacksonville Fire Department,Career,120,67,37,0,12.681,36.3636,,500801.0,26,216.6667,1,8.3333,100.0,0.0,0.0,100,XS,74.4494,43.0417,,55.0572,75.7983,44.5239,,54.0109
AL-4107,AL,4107,Killen FD,Combo,70,42,14,0,17.8116,20.0,,0.0,0,0.0,,,,0.0,23.8095,100,XS,47.2191,27.5121,,20.1551,48.6167,28.6657,,19.9532
AL-2828,AL,2828,Kilpatrick VFD,Combo,23,22,8,0,16.3478,42.8571,,0.0,0,0.0,,,,0.0,0.0,100,XS,54.6663,48.5527,,20.1551,56.1844,49.9102,,19.9532
AL-3213,AL,3213,Kirkland BluffWayside VFD,Volunteer,17,15,4,0,19.0667,25.0,100.0,75000.0,25,1470.5882,2,117.6471,0.0,0.0,0.0,100,XS,41.3932,31.132,8.061,93.6255,42.6657,32.3936,8.6229,93.3987
AL-1108,AL,1108,Knighton Crossroads VFD,Combo,13,12,4,0,16.0,33.3333,100.0,26000.0,0,0.0,,,,0.0,0.0,100,XS,56.4349,39.1038,8.061,20.1551,57.9827,40.5231,8.6229,19.9532
AL-6522,AL,6522,LATON HILL VFD,Combo,20,20,8,0,18.6,20.0,,385000.0,0,0.0,,,,0.0,0.0,100,XS,43.5206,27.5121,,20.1551,44.8588,28.6657,,19.9532
AL-1201,AL,1201,LaFayette FD,Combo,13,8,3,0,13.0,50.0,100.0,80000.0,0,0.0,,,,0.0,0.0,100,XS,72.8782,57.9685,8.061,20.1551,74.268,59.0658,8.6229,19.9532
AL-5708,AL,5708,Ladonia Vol Fire Department,Volunteer,65,59,26,0,30.4,22.2222,,0.0,10,153.8462,1,15.3846,0.0,0.0,0.0,100,XS,8.4038,28.8766,,50.3647,8.6974,30.0753,,49.673
AL-6317,AL,6317,Lakeview FD,Volunteer,138,124,31,0,17.3846,33.3333,69.1759,213200.0,66,478.2609,2,14.4928,9.0909,0.0,0.0,100,XS,49.2408,39.1038,28.0178,71.0642,50.6715,40.5231,29.7077,70.1026
AL-1202,AL,1202,Lanett Fire EMS,Combo,102,60,24,0,7.6465,23.0769,,0.0,0,0.0,,,,0.0,0.0,100,XS,96.1402,29.2012,,20.1551,96.1441,30.4035,,19.9532
AL-6118,AL,6118,Lay Lake VFD,Volunteer,61,47,19,0,30.9286,50.0,,0.0,19,311.4754,1,16.3934,0.0,0.0,0.0,100,XS,7.6669,57.9685,,61.859,7.9337,59.0658,,60.6996
AL-106,AL,106,Leeds FD,Career,89,56,9,0,12.1609,33.3333,,165400.0,13,146.0674,2,22.4719,100.0,0.0,0.0,100,XS,77.2414,39.1038,,49.755,78.536,40.5231,,49.0896
AL-6507,AL,6507,Leroy VFD,Combo,13,13,6,0,12.9231,33.3333,53.3333,200000.0,0,0.0,,,,0.0,0.0,100,XS,73.2814,39.1038,35.3025,20.1551,74.6801,40.5231,37.2037,19.9532
AL-2610,AL,2610,Level Plains Volunteer Fire De,Volunteer,56,28,18,0,14.3091,44.4444,26.2295,80000.0,30,535.7143,1,17.8571,0.0,0.0,0.0,100,XS,65.8231,49.894,54.4288,73.6908,67.3314,51.1436,56.3472,72.7944
AL-2920,AL,2920,Lightwood VFD,Volunteer,11,11,4,0,19.8182,50.0,,0.0,18,1636.3636,1,90.9091,0.0,0.0,0.0,100,XS,37.906,57.9685,,95.0708,39.1095,59.0658,,94.8954
AL-519,AL,519,Lillian VFD,Combo,90,37,16,0,30.3483,50.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,8.4816,57.9685,,20.1551,8.7781,59.0658,,19.9532
AL-6104,AL,6104,Lincoln Fire Department,Career,137,111,23,0,17.9407,16.6667,,0.0,19,138.6861,2,14.5985,100.0,18.018,0.0,100,XS,46.574,25.6839,,49.1726,47.9481,26.7724,,48.5428
AL-2006,AL,2006,Littleville VFD,Volunteer,46,39,10,0,21.3659,75.0,,0.0,22,478.2609,1,21.7391,0.0,0.0,0.0,100,XS,31.485,82.3309,,71.0642,32.513,81.9894,,70.1026
AL-809,AL,809,Locust Fork VFD,Volunteer,22,21,11,0,22.4545,75.0,92.6316,88000.0,21,954.5455,1,45.4545,0.0,47.619,0.0,100,XS,27.6585,82.3309,18.458,86.3364,28.5821,81.9894,19.6743,85.856
AL-604,AL,604,Louisville Vol Fire Dept,Volunteer,10,9,5,0,18.6,75.0,100.0,25000.0,25,2500.0,1,100.0,0.0,0.0,0.0,100,XS,43.5206,82.3309,8.061,98.6173,44.8588,81.9894,8.6229,98.5681
AL-506,AL,506,Loxley VFD,Volunteer,212,90,51,0,23.665,33.3333,42.6389,307000.0,26,122.6415,3,14.1509,0.0,0.0,0.0,100,XS,23.3815,39.1038,41.939,48.0729,24.1614,40.5231,43.9436,47.5393
AL-2401,AL,2401,Luverne FD,Combo,52,43,23,0,24.1731,80.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,21.7575,85.0136,,20.1551,22.4784,84.5875,,19.9532
AL-1013,AL,1013,MIDWAY DAMASCUS VFD,Combo,18,14,6,0,12.5556,20.0,99.999,210000.0,0,0.0,,,,0.0,0.0,100,XS,75.1891,27.5121,16.1491,20.1551,76.536,28.6657,17.275,19.9532
AL-4702,AL,4702,Madison FD,Combo,186,106,46,0,10.7956,52.381,14.4206,2212911.0,0,0.0,,,,0.0,0.0,100,XS,84.2825,64.3803,66.6487,20.1551,85.2161,65.4885,68.4892,19.9532
AL-5908,AL,5908,Margaret Fire Rescue Service,Volunteer,15,15,9,0,12.5714,50.0,,50300.0,31,2066.6667,2,133.3333,3.2258,0.0,0.0,100,XS,75.1029,57.9685,,97.2999,76.4467,59.0658,,97.2039
AL-135,AL,135,McAdory Area Fire District,Combo,71,50,14,0,13.4789,62.5,,75260.0,0,0.0,,,,0.0,0.0,100,XS,70.2058,72.17,,20.1551,71.6196,72.5228,,19.9532
AL-4721,AL,4721,Meridianville VFD,Volunteer,100,71,28,0,24.9899,60.0,,0.0,32,320.0,1,10.0,0.0,28.169,0.0,100,XS,19.3159,70.004,,62.2428,19.9597,70.5673,,61.0857
AL-107,AL,107,Midfield Fire Department,Career,35,29,14,0,8.0286,55.5556,37.0968,57500.0,17,485.7143,1,28.5714,100.0,0.0,0.0,100,XS,95.1502,66.1489,45.6927,71.4099,95.1988,67.0191,47.6952,70.4493
AL-2906,AL,2906,Millbrook Fire Department,Career,117,78,23,0,9.1048,38.4615,10.4167,50000.0,60,512.8205,3,25.641,100.0,25.641,0.0,100,XS,91.6073,44.5055,72.0024,72.5585,91.9539,45.9335,73.5422,71.6275
AL-5101,AL,5101,Monroeville FD,Career,69,52,24,0,19.1324,41.1765,39.4737,150000.0,32,463.7681,3,43.4783,100.0,0.0,0.0,100,XS,41.0567,47.3339,44.0116,70.2831,42.3228,48.7631,46.132,69.2936
AL-4716,AL,4716,Monrovia Vol FireRescue,Volunteer,126,82,32,0,13.0159,56.25,,0.0,67,531.746,2,15.873,0.0,12.1951,12.1951,100,XS,72.7697,66.5795,,73.4785,74.1556,67.4268,,72.5746
AL-5906,AL,5906,Moody Fire Rescue Service,Combo,116,64,20,0,14.6549,66.6667,31.3237,941845.0,0,0.0,,,,0.0,0.0,100,XS,63.7764,76.1741,50.081,20.1551,65.3026,76.1401,52.0867,19.9532
AL-4201,AL,4201,Moulton Fire Department,Volunteer,94,83,26,0,17.1383,37.5,41.7484,489500.0,23,244.6809,1,10.6383,21.7391,12.0482,0.0,100,XS,50.4449,43.8167,42.4251,57.0713,51.902,45.2978,44.4671,56.0065
AL-1810,AL,1810,Muscadine VFD,Combo,54,50,12,0,14.0417,8.3333,,0.0,0,0.0,,,,0.0,0.0,100,XS,67.272,23.0675,,20.1551,68.7291,24.0568,,19.9532
AL-5916,AL,5916,New London VFD,Volunteer,84,65,12,0,15.8214,40.0,,0.0,20,238.0952,3,35.7143,0.0,0.0,15.3846,100,XS,57.4388,45.9893,,56.5651,58.9827,47.4088,,55.5105
AL-2605,AL,2605,Newton VFD,Volunteer,35,28,9,0,24.0606,50.0,,0.0,12,342.8571,1,28.5714,0.0,0.0,35.7143,100,XS,22.069,57.9685,,63.5193,22.8012,59.0658,,62.357
AL-5818,AL,5818,North Shelby Fire Rescue,Combo,97,42,16,0,11.3152,60.0,44.1049,202001.0,0,0.0,,,,0.0,0.0,100,XS,81.6574,70.004,41.1288,20.1551,82.7666,70.5673,43.1147,19.9532
AL-5905,AL,5905,ODENVILLE FD,Combo,109,63,18,0,18.1204,55.5556,,40500.0,0,0.0,,,,0.0,0.0,100,XS,45.7814,66.1489,,20.1551,47.1441,67.0191,,19.9532
AL-801,AL,801,ONEONTA FIRE DEPARTMENT,Volunteer,89,65,25,0,14.809,45.4545,,350508.0,40,449.4382,2,22.4719,25.0,0.0,0.0,100,XS,62.931,50.6193,,69.521,64.4496,51.8311,,68.5157
AL-6407,AL,6407,Oakman FD,Combo,61,42,18,0,25.2131,29.4118,,0.0,0,0.0,,,,0.0,0.0,100,XS,18.6541,34.6791,,20.1551,19.2795,36.0386,,19.9532
AL-4302,AL,4302,Opelika FD,Combo,273,116,39,0,11.185,73.3333,,389000.0,0,0.0,,,,0.0,0.0,100,XS,82.4082,80.9697,,20.1551,83.4582,80.6523,,19.9532
AL-2302,AL,2302,Opp FD,Career,238,65,31,0,10.7609,31.25,,34000.0,24,100.8403,1,4.2017,100.0,0.0,0.0,100,XS,84.4994,35.6031,,46.8889,85.4179,36.961,,46.4541
AL-521,AL,521,Orange Beach FD,Career,147,39,25,0,17.7153,55.5556,,0.0,55,374.1497,4,27.2109,78.1818,0.0,0.0,100,XS,47.7475,66.1489,,65.2531,49.1527,67.0191,,64.1242
AL-2706,AL,2706,Orrville VFD,Combo,28,18,9,0,25.1786,37.5,,0.0,0,0.0,,,,0.0,0.0,100,XS,18.7597,43.8167,,20.1551,19.389,45.2978,,19.9532
AL-1105,AL,1105,Oxford FD,Combo,255,150,41,0,13.6706,50.0,,3103.0,0,0.0,,,,26.6667,0.0,100,XS,69.1991,57.9685,,20.1551,70.611,59.0658,,19.9532
AL-2601,AL,2601,Ozark FD,Combo,132,85,29,0,10.9231,50.0,46.6516,802500.0,0,0.0,,,,0.0,23.5294,100,XS,83.7097,57.9685,39.5085,20.1551,84.6744,59.0658,41.5152,19.9532
AL-408,AL,408,PINE LEVEL,Volunteer,47,40,16,0,19.9333,22.2222,25.3279,103100.0,33,702.1277,1,21.2766,0.0,25.0,0.0,100,XS,37.297,28.8766,55.212,79.7605,38.4957,30.0753,57.1179,79.0518
AL-4813,AL,4813,PUTNAM VFD,Combo,13,13,6,0,15.0769,20.0,85.0829,154000.0,0,0.0,,,,0.0,0.0,100,XS,61.3904,27.5121,21.3341,20.1551,62.951,28.6657,22.6989,19.9532
AL-141,AL,141,Palmerdale VFD,Career,106,75,15,0,13.375,44.4444,,614002.0,42,396.2264,2,18.8679,93.75,0.0,0.0,100,XS,70.7508,49.894,,66.693,72.1614,51.1436,,65.5984
AL-6406,AL,6406,Parrish Fire Rescue,Volunteer,89,76,33,0,20.2414,11.1111,,0.0,26,292.1348,2,22.4719,0.0,39.4737,0.0,100,XS,35.9733,23.604,,60.5444,37.1354,24.6165,,59.4002
AL-5806,AL,5806,Pelham Fire Department,Career,181,123,38,0,11.023,78.5714,81.1677,768902.0,80,441.989,16,88.3978,100.0,0.0,0.0,100,XS,83.2759,84.2816,22.8463,69.1345,84.2651,83.8758,24.2984,68.1155
AL-5901,AL,5901,Pell City FD,Combo,147,78,21,0,17.2059,70.0,,45000.0,0,0.0,,,,0.0,0.0,100,XS,50.1224,79.274,,20.1551,51.5735,79.1494,,19.9532
AL-5701,AL,5701,Phenix City FD,Career,324,200,79,0,8.5258,35.7143,,0.0,56,172.8395,3,9.2593,100.0,20.0,5.0,100,XS,93.7097,42.674,,51.8971,93.8501,44.168,,51.0147
AL-1103,AL,1103,Piedmont Fire Department,Career,129,64,19,0,8.873,54.5455,100.0,5000.0,28,217.0543,1,7.7519,100.0,0.0,0.0,100,XS,92.4082,65.5064,8.061,55.0844,92.6916,66.4317,8.6229,54.0391
AL-304,AL,304,Pike Road FD,Combo,67,44,18,0,23.4697,85.7143,,2600.0,0,0.0,,,,0.0,0.0,100,XS,24.0044,86.8583,,20.1551,24.8069,86.391,,19.9532
AL-812,AL,812,Pine Mountain VFD,Volunteer,18,18,5,0,14.8235,33.3333,,0.0,16,888.8889,2,111.1111,0.0,0.0,0.0,100,XS,62.8365,39.1038,,84.7877,64.3573,40.5231,,84.2522
AL-114,AL,114,Pleasant Grove Fire Dept,Career,54,34,15,0,12.0566,50.0,,558101.0,20,370.3704,1,18.5185,100.0,0.0,0.0,100,XS,77.7864,57.9685,,65.068,79.0836,59.0658,,63.9326
AL-3019,AL,3019,Poarch Creek Fire Department,Career,144,88,22,0,12.5,41.6667,100.0,25000.0,17,118.0556,2,13.8889,100.0,0.0,56.8182,100,XS,75.4839,47.579,8.061,47.8062,76.8213,48.9773,8.6229,47.28
AL-401,AL,401,Prattville FD,Combo,218,119,42,0,13.5275,51.6129,3.2682,888000.0,0,0.0,,,,0.0,8.4034,100,XS,70.0,64.1353,85.1877,20.1551,71.4063,65.2778,85.8078,19.9532
AL-5209,AL,5209,Priceville RFD,Combo,95,82,20,0,21.7979,57.1429,,0.0,0,0.0,,,,12.1951,0.0,100,XS,29.9444,67.4505,,20.1551,30.9337,68.2248,,19.9532
AL-202,AL,202,Prichard FD,Combo,80,60,27,0,9.9744,11.7647,73.0769,95000.0,0,0.0,,,,50.0,0.0,100,XS,88.2814,23.7597,26.2017,20.1551,88.9222,24.7789,27.7956,19.9532
AL-537,AL,537,ROSINTON VFD,Combo,107,63,15,0,28.7358,33.3333,100.0,250000.0,0,0.0,,,,0.0,15.873,100,XS,10.8176,39.1038,8.061,20.1551,11.1931,40.5231,8.6229,19.9532
AL-5903,AL,5903,Ragland VFD,Combo,33,24,4,0,30.4242,25.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,8.3482,31.132,,20.1551,8.6398,32.3936,,19.9532
AL-3105,AL,3105,Rainbow City FD,Combo,82,71,29,0,13.5875,72.7273,,20000.0,0,0.0,,,,0.0,0.0,100,XS,69.6941,80.7478,,20.1551,71.1066,80.483,,19.9532
AL-2807,AL,2807,Rainsville FD,Career,83,66,21,0,11.1566,11.1111,39.6541,665000.0,16,192.7711,1,12.0482,100.0,0.0,0.0,100,XS,82.5695,23.604,43.9238,53.3206,83.6138,24.6165,46.0375,52.3705
AL-2912,AL,2912,Redland VFD Station 1,Volunteer,20,16,6,0,30.3333,75.0,,0.0,27,1350.0,2,100.0,0.0,0.0,0.0,100,XS,8.5206,82.3309,,92.417,8.8184,81.9894,,92.1529
AL-3813,AL,3813,Rehobeth VFD,Volunteer,39,35,14,0,16.1818,7.1429,,0.0,27,692.3077,2,51.2821,0.0,85.7143,0.0,100,XS,55.4255,22.9383,,79.3958,56.9539,23.9221,,78.6741
AL-505,AL,505,Robertsdale VFD,Combo,188,107,52,0,20.904,70.5882,0.0,0.0,0,0.0,,,,18.6916,28.0374,100,XS,33.2481,79.5721,98.9603,20.1551,34.3285,79.3843,98.9021,19.9532
AL-3913,AL,3913,Rosalie VFD,Volunteer,50,49,18,0,16.5,6.6667,41.5042,447000.0,12,240.0,1,20.0,0.0,0.0,0.0,100,XS,53.7625,22.892,42.5871,56.6685,55.2536,23.8737,44.6416,55.6119
AL-3301,AL,3301,Russellville Fire Dept,Career,120,101,12,0,18.7899,75.0,,85000.0,27,225.0,2,16.6667,100.0,0.0,0.0,100,XS,42.6585,82.3309,,55.675,43.9654,81.9894,,54.6226
AL-528,AL,528,SPANISH FORT FIRERESCUE,Volunteer,166,67,39,0,17.7654,41.6667,3.1731,299630.0,33,198.7952,2,12.0482,0.0,14.9254,0.0,100,XS,47.4416,47.579,85.4712,53.6854,48.8415,48.9773,86.0695,52.7313
AL-3402,AL,3402,Samson Volunteer Fire Dept,Combo,78,65,17,0,34.3333,50.0,,0.0,0,0.0,0,0.0,,0.0,0.0,100,XS,4.2686,57.9685,,20.1551,4.4179,59.0658,,19.9532
AL-3124,AL,3124,Sand Valley VFD,Volunteer,15,15,9,0,16.8,50.0,100.0,59500.0,18,1200.0,1,66.6667,0.0,0.0,0.0,100,XS,52.2358,57.9685,8.061,90.5444,53.7118,59.0658,8.6229,90.2137
AL-2913,AL,2913,Santuck VFD,Volunteer,38,27,11,0,29.8158,50.0,,0.0,28,736.8421,2,52.6316,0.0,0.0,0.0,100,XS,9.1713,57.9685,,80.8574,9.4928,59.0658,,80.1821
AL-6414,AL,6414,Saragossa Volunteer Fire Dept,Volunteer,46,45,17,0,21.8667,25.0,,0.0,30,652.1739,2,43.4783,0.0,0.0,0.0,100,XS,29.6385,31.132,,78.1546,30.6225,32.3936,,77.3944
AL-205,AL,205,Saraland FD,Career,168,90,29,0,8.8383,56.25,10.2095,282700.0,35,208.3333,3,17.8571,100.0,22.2222,11.1111,100,XS,92.5584,66.5795,72.1982,54.5019,92.8415,67.4268,73.7531,53.4979
AL-2709,AL,2709,Sardis Vol Fire Department,Volunteer,11,11,7,0,28.9091,25.0,88.2353,75000.0,11,1000.0,1,90.9091,0.0,0.0,0.0,100,XS,10.5562,31.132,20.3079,87.2782,10.9222,32.3936,21.6083,86.8313
AL-207,AL,207,Satsuma FD,Volunteer,62,42,12,0,12.3226,75.0,,0.0,35,564.5161,1,16.129,20.0,0.0,0.0,100,XS,76.371,82.3309,,74.9102,77.6916,81.9894,,74.0572
AL-3901,AL,3901,Scottsboro FD,Career,173,142,30,0,13.2024,46.1538,35.1073,467700.0,36,208.0925,3,17.341,100.0,0.0,0.0,100,XS,71.6908,51.03,47.0834,54.4801,73.0778,52.2146,49.1057,53.4754
AL-527,AL,527,Seminole VFD,Combo,12,12,11,0,18.8333,33.3333,,24500.0,0,0.0,,,,0.0,0.0,100,XS,42.4778,39.1038,,20.1551,43.7781,40.5231,,19.9532
AL-230,AL,230,Semmes Fire Rescue,Combo,265,209,61,0,12.8889,48.0,,0.0,0,0.0,,,,4.7847,0.0,100,XS,73.4566,51.8315,,20.1551,74.8501,52.8572,,19.9532
AL-227,AL,227,Seven Hill Fire District,Volunteer,69,51,14,0,38.6393,50.0,100.0,350000.0,42,608.6957,3,43.4783,0.0,0.0,0.0,100,XS,1.8131,57.9685,8.061,76.6168,1.879,59.0658,8.6229,75.8075
AL-2001,AL,2001,Sheffield FD,Career,55,34,13,0,7.1111,33.3333,,0.0,21,381.8182,2,36.3636,100.0,0.0,0.0,100,XS,97.3026,39.1038,,65.7921,97.2968,40.5231,,64.6823
AL-1715,AL,1715,Shiloh VFD,Combo,10,9,4,0,25.7,50.0,100.0,1000.0,0,0.0,,,,0.0,0.0,100,XS,17.3331,57.9685,8.061,20.1551,17.9107,59.0658,8.6229,19.9532
AL-5918,AL,5918,Shoal Creek VFD,Combo,18,18,7,0,23.7143,50.0,100.0,560000.0,0,0.0,,,,0.0,0.0,100,XS,23.2063,57.9685,8.061,20.1551,23.9798,59.0658,8.6229,19.9532
AL-507,AL,507,Silverhill VFD,Combo,75,46,35,0,25.3143,33.3333,67.9487,53000.0,0,0.0,,,,0.0,0.0,100,XS,18.401,39.1038,28.5714,20.1551,19.0173,40.5231,30.2894,19.9532
AL-3404,AL,3404,Slocomb FD,Volunteer,54,49,18,0,15.7407,60.0,100.0,100000.0,22,407.4074,1,18.5185,0.0,0.0,20.4082,100,XS,57.8587,70.004,8.061,67.3571,59.4063,70.5673,8.6229,66.2861
AL-804,AL,804,Snead VFD,Volunteer,73,63,29,0,25.0139,33.3333,69.7151,465000.0,16,219.1781,,,0.0,0.0,0.0,100,XS,19.1713,39.1038,27.8018,55.2395,19.8098,40.5231,29.5041,54.1885
AL-4809,AL,4809,South Marengo Rescue VFD,Volunteer,15,12,4,0,17.2857,33.3333,100.0,490000.0,15,1000.0,4,266.6667,0.0,0.0,0.0,100,XS,49.6969,39.1038,8.061,87.2782,51.1441,40.5231,8.6229,86.8313
AL-2013,AL,2013,Spring Valley VFD,Combo,72,70,22,0,35.6812,50.0,,0.0,0,0.0,,,,0.0,0.0,100,XS,3.3204,57.9685,,20.1551,3.4352,59.0658,,19.9532
AL-5919,AL,5919,Springville VFD,Combo,59,32,10,0,12.1379,57.1429,66.0,198000.0,0,0.0,,,,0.0,0.0,100,XS,77.3693,67.4505,29.4761,20.1551,78.6686,68.2248,31.2345,19.9532
AL-529,AL,529,Stapleton VFD,Volunteer,28,15,7,0,23.0,40.0,,1254100.0,18,642.8571,1,35.7143,0.0,66.6667,266.6667,100,XS,25.7925,45.9893,,77.8225,26.6484,47.4088,,77.0506
AL-5920,AL,5920,Station 211,Volunteer,104,70,8,0,26.2816,33.3333,,0.0,18,173.0769,1,9.6154,0.0,14.2857,0.0,100,XS,15.9344,39.1038,,51.9216,16.4669,40.5231,,51.0344
AL-3903,AL,3903,Stevenson Fire Department,Combo,27,26,9,0,28.2,25.0,,0.0,0,0.0,3,111.1111,,0.0,0.0,100,XS,11.7603,31.132,,20.1551,12.1643,32.3936,,19.9532
AL-6405,AL,6405,Sumiton Fire and Rescue Servic,Career,120,76,15,0,11.4636,30.7692,,217000.0,33,275.0,1,8.3333,100.0,0.0,0.0,100,XS,80.8788,35.3911,,59.2787,82.0461,36.7572,,58.1854
AL-509,AL,509,Summerdale Fire,Combo,80,53,19,0,17.2055,54.5455,,534000.0,0,0.0,,,,0.0,0.0,100,XS,50.1279,65.5064,,20.1551,51.5793,66.4317,,19.9532
AL-4812,AL,4812,Surginer VFD,Combo,50,47,19,0,24.5918,25.0,,0.0,0,0.0,,,,63.8298,0.0,100,XS,20.4672,31.132,,20.1551,21.1412,32.3936,,19.9532
AL-6114,AL,6114,Sycamore Fire Department,Volunteer,39,28,8,0,42.4103,50.0,,0.0,17,435.8974,1,25.641,0.0,0.0,0.0,100,XS,0.5506,57.9685,,68.7643,0.5706,59.0658,,67.7434
AL-6101,AL,6101,Sylacauga Fire Department,Career,13,11,5,0,18.8462,50.0,,0.0,12,923.0769,2,153.8462,100.0,0.0,0.0,100,XS,42.4055,57.9685,,85.6287,43.7032,59.0658,,85.1232
AL-144,AL,144,Sylvan Springs FD,Volunteer,37,30,16,0,8.8649,20.0,27.9176,70640.0,14,378.3784,1,27.027,28.5714,0.0,0.0,100,XS,92.4527,27.5121,52.9976,65.5934,92.7378,28.6657,54.9077,64.4766
AL-6102,AL,6102,Talladega Fire Rescue Statio,Career,271,189,68,0,18.5985,55.1724,,0.0,26,95.941,2,7.3801,100.0,21.164,0.0,100,XS,43.5484,65.831,,46.4725,44.8876,66.7116,,46.0454
AL-2902,AL,2902,Tallassee FD,Career,79,57,30,0,20.2564,29.4118,,0.0,26,329.1139,2,25.3165,100.0,17.5439,0.0,100,XS,35.8843,34.6791,,62.6946,37.0432,36.0386,,61.5424
AL-108,AL,108,Tarrant FD,Career,28,26,10,0,7.7143,25.0,,0.0,30,1071.4286,1,35.7143,60.0,38.4615,0.0,100,XS,95.9511,31.132,,88.6364,95.9539,32.3936,,88.2378
